"Detail Url","File 1","Confidence","File 2","Confidence","Number of Matched Lines"
"http://moss.stanford.edu/results/781444417/match176.html","./data/curran_6eccfa89906e65707ffe.html","9","./data/diskmanti_bc208f5266e4ffd5484a.html","20","8"
"http://moss.stanford.edu/results/781444417/match177.html","./data/balajikvijayan_1412be68265ae0315cb5.html","5","./data/curran_6eccfa89906e65707ffe.html","9","8"
"http://moss.stanford.edu/results/781444417/match178.html","./data/anatolyg_25fa3e51da9a1ac22e02.html","12","./data/curran_6eccfa89906e65707ffe.html","9","8"
"http://moss.stanford.edu/results/781444417/match179.html","./data/abhishekpolavarapu_a36a5c86ea905ac72229.html","16","./data/juliettepardue_d162128e10630de5b07a.html","37","6"
"http://moss.stanford.edu/results/781444417/match180.html","./data/abhishekpolavarapu_a36a5c86ea905ac72229.html","16","./data/eesur_c6a7de5530c624567250.html","4","6"
"http://moss.stanford.edu/results/781444417/match181.html","./data/abhishekpolavarapu_337680374993cf1d8c08.html","14","./data/juliettepardue_d162128e10630de5b07a.html","37","6"
"http://moss.stanford.edu/results/781444417/match182.html","./data/abhishekpolavarapu_337680374993cf1d8c08.html","14","./data/eesur_c6a7de5530c624567250.html","4","6"
"http://moss.stanford.edu/results/781444417/match183.html","./data/Rico3734_3a387f8041e1dc31d718.html","20","./data/curran_6eccfa89906e65707ffe.html","9","8"
"http://moss.stanford.edu/results/781444417/match184.html","./data/hironow_4f4683093e415cb60176.html","25","./data/msqr_3202712.html","2","9"
"http://moss.stanford.edu/results/781444417/match185.html","./data/fdaudens_c7c4a8ef274c40a903d7.html","17","./data/juliettepardue_d162128e10630de5b07a.html","36","8"
"http://moss.stanford.edu/results/781444417/match186.html","./data/ericcitaire_5408146.html","6","./data/jdarling_2d4e84460d5f5df9c0ff.html","1","3"
"http://moss.stanford.edu/results/781444417/match187.html","./data/emeeks_a726210cbc439b969f02.html","4","./data/fabid_8b6a0277075d770f088a.html","4","5"
"http://moss.stanford.edu/results/781444417/match188.html","./data/emeeks_a726210cbc439b969f02.html","4","./data/fabid_0c4cf357ab5ed3e90382.html","6","5"
"http://moss.stanford.edu/results/781444417/match189.html","./data/emeeks_a726210cbc439b969f02.html","4","./data/fabid_024452c42b94723b401d.html","3","5"
"http://moss.stanford.edu/results/781444417/match190.html","./data/emeeks_a726210cbc439b969f02.html","4","./data/enjalot_27969219a945e2bd20dc.html","2","5"
"http://moss.stanford.edu/results/781444417/match191.html","./data/cool-Blue_04ebde07750d6fdd5d1a.html","0","./data/zanarmstrong_6daa5503fc60d4a89a11.html","13","3"
"http://moss.stanford.edu/results/781444417/match192.html","./data/cool-Blue_04ebde07750d6fdd5d1a.html","0","./data/epmoyer_d12ff8e0e07ae985e4e0.html","13","3"
"http://moss.stanford.edu/results/781444417/match193.html","./data/bollwyvl_9239214.html","11","./data/mbostock_900050.html","5","4"
"http://moss.stanford.edu/results/781444417/match194.html","./data/bollwyvl_9239214.html","11","./data/mbostock_899649.html","6","4"
"http://moss.stanford.edu/results/781444417/match195.html","./data/bewest_1571529.html","5","./data/bollwyvl_9239214.html","11","4"
"http://moss.stanford.edu/results/781444417/match196.html","./data/bewest_1159696.html","3","./data/eesur_c6a7de5530c624567250.html","4","4"
"http://moss.stanford.edu/results/781444417/match197.html","./data/bewest_1157415.html","6","./data/bollwyvl_9239214.html","11","4"
"http://moss.stanford.edu/results/781444417/match198.html","./data/ImSraone_216ee9834f42bdfaffae.html","2","./data/hironow_4f4683093e415cb60176.html","25","9"
"http://moss.stanford.edu/results/781444417/match199.html","./data/GitNoise_1768f929ffafb7a2238f7438a866dc37.html","2","./data/fabid_8b6a0277075d770f088a.html","4","6"
"http://moss.stanford.edu/results/781444417/match200.html","./data/GitNoise_1768f929ffafb7a2238f7438a866dc37.html","2","./data/fabid_0c4cf357ab5ed3e90382.html","6","6"
"http://moss.stanford.edu/results/781444417/match201.html","./data/GitNoise_1768f929ffafb7a2238f7438a866dc37.html","2","./data/fabid_024452c42b94723b401d.html","3","6"
"http://moss.stanford.edu/results/781444417/match202.html","./data/GitNoise_1768f929ffafb7a2238f7438a866dc37.html","2","./data/enjalot_27969219a945e2bd20dc.html","2","6"
"http://moss.stanford.edu/results/781444417/match203.html","./data/GerHobbelt_3616279.html","0","./data/zanarmstrong_6daa5503fc60d4a89a11.html","13","3"
"http://moss.stanford.edu/results/781444417/match204.html","./data/GerHobbelt_3616279.html","0","./data/epmoyer_d12ff8e0e07ae985e4e0.html","13","3"
"http://moss.stanford.edu/results/781444417/match205.html","./data/nsonnad_5993342.html","5","./data/randomblink_1022589acfbbadb14576.html","28","4"
"http://moss.stanford.edu/results/781444417/match206.html","./data/enjalot_6641917.html","6","./data/tmcw_4444952.html","7","6"
"http://moss.stanford.edu/results/781444417/match207.html","./data/enjalot_31168147b88a1748bc8b.html","5","./data/mnorelli_424d88139e12d754233733dc78d11ae1.html","5","5"
"http://moss.stanford.edu/results/781444417/match208.html","./data/cool-Blue_bd76db6e38915c30fc5b.html","1","./data/enjalot_6641917.html","6","5"
"http://moss.stanford.edu/results/781444417/match209.html","./data/cool-Blue_7afd8ab920fd01779e01.html","1","./data/enjalot_6641917.html","6","5"
"http://moss.stanford.edu/results/781444417/match210.html","./data/bewest_4260548.html","6","./data/tmcw_41137d930284600d3134.html","12","6"
"http://moss.stanford.edu/results/781444417/match211.html","./data/bewest_4260548.html","6","./data/georules_3de02f81f42ec5486a34.html","14","6"
"http://moss.stanford.edu/results/781444417/match212.html","./data/bewest_4260548.html","6","./data/enjalot_27969219a945e2bd20dc.html","1","7"
"http://moss.stanford.edu/results/781444417/match213.html","./data/WilliamQLiu_292ef433e312ac69ef14.html","6","./data/WilliamQLiu_803b712a4d6efbf7bdb4.html","3","4"
"http://moss.stanford.edu/results/781444417/match214.html","./data/GitNoise_1768f929ffafb7a2238f7438a866dc37.html","2","./data/balajikvijayan_1412be68265ae0315cb5.html","5","4"
"http://moss.stanford.edu/results/781444417/match215.html","./data/madebyafox_b06c2730ae41d3da201c.html","3","./data/mbostock_bb09af4c39c79cffcde4.html","63","5"
"http://moss.stanford.edu/results/781444417/match216.html","./data/madebyafox_b06c2730ae41d3da201c.html","3","./data/mbostock_1300016.html","63","5"
"http://moss.stanford.edu/results/781444417/match217.html","./data/jkutianski_0601ad01f560d49a5967.html","0","./data/peripherie_2a2165ef2225a2d322fc.html","4","3"
"http://moss.stanford.edu/results/781444417/match218.html","./data/jasonarita_0c4fc7179f8b9b026c10.html","14","./data/wboykinm_8a87b89f3600a7175f27.html","12","6"
"http://moss.stanford.edu/results/781444417/match219.html","./data/bewest_4260548.html","6","./data/enjalot_6641917.html","6","5"
"http://moss.stanford.edu/results/781444417/match220.html","./data/bewest_4260548.html","6","./data/cool-Blue_bd76db6e38915c30fc5b.html","1","5"
"http://moss.stanford.edu/results/781444417/match221.html","./data/bewest_4260548.html","6","./data/cool-Blue_7afd8ab920fd01779e01.html","1","5"
"http://moss.stanford.edu/results/781444417/match222.html","./data/GitNoise_1768f929ffafb7a2238f7438a866dc37.html","2","./data/tmcw_4444952.html","7","5"
"http://moss.stanford.edu/results/781444417/match223.html","./data/GitNoise_1768f929ffafb7a2238f7438a866dc37.html","2","./data/mnorelli_424d88139e12d754233733dc78d11ae1.html","5","5"
"http://moss.stanford.edu/results/781444417/match224.html","./data/GerHobbelt_3683278.html","1","./data/fabid_8b6a0277075d770f088a.html","3","4"
"http://moss.stanford.edu/results/781444417/match225.html","./data/GerHobbelt_3683278.html","1","./data/fabid_024452c42b94723b401d.html","3","4"
"http://moss.stanford.edu/results/781444417/match226.html","./data/GerHobbelt_3669455.html","1","./data/fabid_8b6a0277075d770f088a.html","3","4"
"http://moss.stanford.edu/results/781444417/match227.html","./data/GerHobbelt_3669455.html","1","./data/fabid_024452c42b94723b401d.html","3","4"
"http://moss.stanford.edu/results/781444417/match228.html","./data/1wheel_1b6758978dc2d52d3a37.html","11","./data/zanarmstrong_6daa5503fc60d4a89a11.html","12","7"
"http://moss.stanford.edu/results/781444417/match229.html","./data/1wheel_1b6758978dc2d52d3a37.html","11","./data/wboykinm_8a87b89f3600a7175f27.html","12","7"
"http://moss.stanford.edu/results/781444417/match230.html","./data/1wheel_1b6758978dc2d52d3a37.html","11","./data/epmoyer_d12ff8e0e07ae985e4e0.html","12","7"
"http://moss.stanford.edu/results/781444417/match231.html","./data/trinary_da5fe39eac5eed0cb60a.html","8","./data/zanarmstrong_6daa5503fc60d4a89a11.html","11","5"
"http://moss.stanford.edu/results/781444417/match232.html","./data/tmcw_4444952.html","7","./data/zanarmstrong_6daa5503fc60d4a89a11.html","11","4"
"http://moss.stanford.edu/results/781444417/match233.html","./data/tmcw_4444952.html","7","./data/wboykinm_8a87b89f3600a7175f27.html","12","4"
"http://moss.stanford.edu/results/781444417/match234.html","./data/tmcw_3426132.html","4","./data/tomkelly000_6110163.html","3","5"
"http://moss.stanford.edu/results/781444417/match235.html","./data/pnavarrc_4142064.html","4","./data/tomkelly000_6110163.html","3","5"
"http://moss.stanford.edu/results/781444417/match236.html","./data/nitaku_61b00b99e657a68ce6fc.html","24","./data/wboykinm_8a87b89f3600a7175f27.html","12","4"
"http://moss.stanford.edu/results/781444417/match237.html","./data/mnorelli_424d88139e12d754233733dc78d11ae1.html","4","./data/wboykinm_8a87b89f3600a7175f27.html","12","3"
"http://moss.stanford.edu/results/781444417/match238.html","./data/mnorelli_424d88139e12d754233733dc78d11ae1.html","4","./data/tmcw_41137d930284600d3134.html","11","6"
"http://moss.stanford.edu/results/781444417/match239.html","./data/mbostock_900050.html","4","./data/vicapow_6753601.html","11","5"
"http://moss.stanford.edu/results/781444417/match240.html","./data/mbostock_899649.html","5","./data/vicapow_6753601.html","11","5"
"http://moss.stanford.edu/results/781444417/match241.html","./data/mbostock_844752.html","16","./data/tmcw_41137d930284600d3134.html","11","6"
"http://moss.stanford.edu/results/781444417/match242.html","./data/mbostock_844752.html","16","./data/mbostock_900050.html","4","6"
"http://moss.stanford.edu/results/781444417/match243.html","./data/mbostock_844752.html","16","./data/mbostock_899649.html","5","6"
"http://moss.stanford.edu/results/781444417/match244.html","./data/kynnjo_7027894.html","2","./data/wboykinm_8a87b89f3600a7175f27.html","12","4"
"http://moss.stanford.edu/results/781444417/match245.html","./data/kynnjo_7027894.html","2","./data/mnorelli_424d88139e12d754233733dc78d11ae1.html","4","4"
"http://moss.stanford.edu/results/781444417/match246.html","./data/jwarburg_357d91975a97e9f68208.html","4","./data/tomkelly000_6110163.html","3","5"
"http://moss.stanford.edu/results/781444417/match247.html","./data/juliettepardue_d162128e10630de5b07a.html","32","./data/mbostock_844752.html","16","5"
"http://moss.stanford.edu/results/781444417/match248.html","./data/john-guerra_14c943d8f198d9f3fef2.html","5","./data/randomblink_1022589acfbbadb14576.html","26","5"
"http://moss.stanford.edu/results/781444417/match249.html","./data/john-guerra_14c943d8f198d9f3fef2.html","5","./data/peripherie_2a2165ef2225a2d322fc.html","4","14"
